Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2015-04-22,23,0.2,8.8,0.0,,,SE,67.0,SE,SE,24.0,17.0,98.0,99.0,,,,,4.0,6.6,No,No
2015-05-02,23,4.6,10.3,0.2,,,ENE,41.0,ENE,NE,22.0,17.0,99.0,100.0,,,,,7.9,8.7,No,No
2015-05-06,23,-2.4,4.5,0.0,,,WSW,63.0,SW,WSW,24.0,19.0,97.0,90.0,,,,,-0.3,2.2,No,No
2015-05-08,23,-2.1,5.7,0.0,,,WSW,65.0,SW,WSW,22.0,24.0,98.0,71.0,,,,,-0.7,4.9,No,No
2015-05-11,23,0.2,4.8,11.6,,,WSW,102.0,WSW,WSW,33.0,31.0,96.0,97.0,,,,,1.9,3.5,Yes,No
2015-05-19,23,2.6,6.4,0.0,,,W,57.0,NW,NW,19.0,20.0,98.0,98.0,,,,,5.0,5.6,No,Yes
2015-05-27,23,1.3,6.2,0.0,,,SW,37.0,SW,W,17.0,11.0,91.0,98.0,,,,,3.1,3.6,No,No
2015-05-28,23,2.4,5.7,1.0,,,WNW,50.0,W,WNW,13.0,20.0,97.0,97.0,,,,,4.2,4.6,No,Yes
2015-05-29,23,2.3,6.0,11.8,,,W,63.0,WSW,W,26.0,13.0,97.0,87.0,,,,,2.5,5.4,Yes,No
2015-06-06,23,-1.7,7.5,0.0,,,W,24.0,W,W,15.0,9.0,54.0,67.0,,,,,3.9,6.3,No,No
2015-06-09,23,0.6,3.0,0.0,,,WSW,81.0,W,WSW,30.0,20.0,98.0,98.0,,,,,1.9,2.3,No,No
2015-06-12,23,5.3,12.6,0.0,,,NNE,17.0,ENE,E,7.0,4.0,31.0,37.0,,,,,9.9,9.2,No,No
2015-06-30,23,-2.5,3.8,0.0,,,WNW,44.0,WNW,WNW,17.0,15.0,95.0,57.0,,,,,-0.8,1.9,No,No
2015-07-08,23,-3.4,3.5,0.0,,,NE,22.0,SW,W,7.0,6.0,97.0,77.0,,,,,-1.8,2.2,No,No
2015-07-23,23,-0.1,2.6,16.6,,,E,28.0,ESE,E,7.0,6.0,98.0,98.0,,,,,0.3,2.3,Yes,No
2015-08-08,23,-3.8,5.2,0.0,,,SSW,22.0,ESE,W,4.0,7.0,52.0,65.0,,,,,1.0,4.3,No,No
2015-08-13,23,-4.4,0.1,10.2,,,SW,54.0,SW,SW,15.0,28.0,98.0,98.0,,,,,-3.4,-2.1,Yes,No
2015-08-14,23,-3.5,5.2,0.0,,,SW,54.0,SSW,SSW,24.0,15.0,99.0,71.0,,,,,0.1,4.4,No,No
2015-09-02,23,-0.7,9.8,0.0,,,NNE,41.0,W,NW,13.0,11.0,15.0,43.0,,,,,4.3,8.6,No,Yes
2015-09-03,23,0.2,2.7,10.6,,,S,65.0,WSW,SSE,9.0,26.0,98.0,98.0,,,,,0.7,1.1,Yes,Yes
2015-09-07,23,0.2,3.2,0.0,,,W,70.0,WNW,W,22.0,22.0,98.0,80.0,,,,,0.3,0.9,No,Yes
2015-09-08,23,-3.9,5.5,1.4,,,WSW,56.0,WSW,WSW,20.0,19.0,99.0,98.0,,,,,-1.3,0.7,Yes,No
2015-09-14,23,4.7,14.0,0.0,,,NNW,50.0,WNW,W,13.0,17.0,71.0,56.0,,,,,9.2,12.0,No,Yes
2015-09-24,23,-5.3,2.9,0.0,,,SSE,57.0,SSE,SE,30.0,19.0,97.0,95.0,,,,,-1.9,-0.5,No,No
2015-10-01,23,2.6,13.8,0.0,,,WNW,57.0,WNW,W,17.0,20.0,64.0,41.0,,,,,9.1,12.7,No,No
2015-10-04,23,9.1,21.1,0.0,,,W,56.0,WSW,WNW,22.0,17.0,37.0,23.0,,,,,12.3,20.4,No,No
2015-10-08,23,-0.5,14.8,0.0,,,ESE,31.0,ENE,W,17.0,6.0,97.0,63.0,,,,,2.0,14.1,No,No
2015-10-15,23,8.3,19.6,0.0,,,W,52.0,W,WNW,22.0,19.0,81.0,43.0,,,,,11.5,19.1,No,No
2015-10-21,23,9.1,11.1,8.8,,,NW,52.0,NW,WNW,22.0,11.0,93.0,98.0,,,,,11.0,10.1,Yes,Yes
2015-10-23,23,2.6,8.1,0.0,,,NNE,22.0,ESE,NNW,6.0,4.0,97.0,98.0,,,,,3.3,7.1,No,No
2015-11-07,23,6.5,14.5,6.0,,,WSW,39.0,WSW,W,13.0,11.0,97.0,61.0,,,,,9.0,13.5,Yes,No
2015-11-15,23,2.5,11.6,6.0,,,ESE,35.0,SE,E,9.0,11.0,97.0,58.0,,,,,3.5,10.2,Yes,No
2015-11-27,23,-1.1,14.3,0.0,,,SW,43.0,WSW,WNW,11.0,15.0,36.0,42.0,,,,,5.0,12.4,No,No
2015-11-28,23,3.1,16.0,0.0,,,ENE,31.0,ENE,NNE,11.0,11.0,95.0,47.0,,,,,9.0,15.1,No,No
2015-12-11,23,9.0,15.7,0.0,,,WSW,78.0,W,WSW,26.0,24.0,57.0,35.0,,,,,11.8,14.8,No,No
2015-12-24,23,5.8,16.8,1.2,,,ENE,37.0,E,ENE,19.0,13.0,96.0,47.0,,,,,8.0,16.2,Yes,No
2016-01-01,23,14.1,24.3,0.0,,,SSW,56.0,E,S,9.0,6.0,42.0,38.0,,,,,19.8,21.2,No,No
2016-01-09,23,10.2,21.9,0.0,,,WSW,30.0,NNW,W,6.0,11.0,67.0,52.0,,,,,14.9,20.9,No,No
2016-01-13,23,14.1,28.3,0.0,,,W,57.0,NNW,NW,17.0,19.0,42.0,31.0,,,,,20.8,27.1,No,No
2016-01-18,23,7.4,22.3,0.0,,,W,28.0,SSW,NW,13.0,11.0,60.0,44.0,,,,,13.1,21.3,No,No
2016-01-19,23,11.5,24.5,0.0,,,W,39.0,W,W,15.0,13.0,52.0,36.0,,,,,15.2,22.4,No,No
2016-01-21,23,14.7,23.9,0.0,,,WSW,54.0,W,W,13.0,17.0,67.0,74.0,,,,,18.7,19.2,No,No
2016-01-24,23,10.1,21.0,0.2,,,NW,28.0,NNE,W,4.0,13.0,98.0,60.0,,,,,11.5,20.3,No,No
2016-02-07,23,8.1,20.1,0.0,,,E,22.0,ESE,SE,6.0,2.0,43.0,54.0,,,,,14.7,18.8,No,No
2016-02-10,23,11.3,22.5,0.0,,,SW,37.0,WNW,WSW,17.0,11.0,95.0,34.0,,,,,13.9,22.1,No,No
2016-02-23,23,12.4,24.9,0.0,,,WNW,33.0,N,WNW,9.0,13.0,51.0,42.0,,,,,16.7,23.5,No,No
2016-02-24,23,16.6,26.2,0.0,,,NNW,44.0,NW,NW,17.0,13.0,52.0,37.0,,,,,19.1,25.3,No,No
2016-02-26,23,10.0,23.4,0.0,,,W,43.0,W,SW,4.0,7.0,25.0,27.0,,,,,15.8,21.7,No,No
2016-02-27,23,9.9,19.1,0.0,,,ENE,31.0,ENE,NNE,15.0,11.0,97.0,65.0,,,,,11.1,17.5,No,No
2016-03-01,23,9.5,21.7,0.0,,,NW,33.0,ENE,NW,11.0,9.0,97.0,47.0,,,,,10.2,20.8,No,No
2016-03-02,23,10.2,23.7,0.0,,,W,43.0,WNW,WNW,13.0,17.0,54.0,42.0,,,,,15.7,22.5,No,No
2016-03-14,23,13.0,22.5,0.0,,,ENE,28.0,SW,SSW,7.0,11.0,72.0,47.0,,,,,15.5,20.4,No,Yes
2016-04-02,23,6.8,15.5,0.0,,,WSW,50.0,SW,WSW,20.0,22.0,60.0,52.0,,,,,7.9,13.9,No,No
2016-05-03,23,-0.5,7.1,0.0,,,W,81.0,W,WNW,26.0,33.0,97.0,86.0,,,,,2.3,5.7,No,No
2016-06-01,23,0.7,4.0,0.2,,,ENE,37.0,ENE,ENE,17.0,7.0,96.0,97.0,,,,,1.7,2.9,No,No
2016-07-12,23,-0.9,-0.5,2.6,,,W,89.0,NW,WNW,19.0,35.0,100.0,100.0,,,,,-0.8,-1.0,Yes,Yes
2016-07-28,23,-3.6,-0.3,1.4,,,SW,56.0,SW,SW,17.0,30.0,100.0,100.0,,,,,-1.3,-0.8,Yes,No
2016-08-11,23,-3.8,2.9,0.2,,,W,69.0,WSW,WSW,22.0,13.0,100.0,71.0,,,,,-2.7,2.4,No,No
2016-08-22,23,-1.3,0.3,1.2,,,W,41.0,W,NNE,11.0,9.0,100.0,100.0,,,,,-0.2,0.0,Yes,Yes
2016-08-23,23,-1.9,2.4,3.6,,,SSE,28.0,SSE,SW,11.0,6.0,100.0,96.0,,,,,-1.6,2.4,Yes,No
2016-08-27,23,-3.5,4.8,0.0,,,W,41.0,WSW,W,9.0,20.0,48.0,83.0,,,,,1.0,3.0,No,No
2016-08-31,23,4.8,6.4,20.8,,,NW,70.0,WNW,W,24.0,19.0,100.0,100.0,,,,,5.4,5.1,Yes,Yes
2016-09-02,23,1.6,4.4,0.0,,,E,52.0,E,E,15.0,20.0,100.0,100.0,,,,,2.7,2.6,No,Yes
2016-09-03,23,1.7,2.8,45.4,,,W,72.0,SSW,W,26.0,28.0,100.0,100.0,,,,,1.8,1.6,Yes,Yes
2016-09-17,23,-1.6,7.9,0.0,,,W,43.0,WSW,WNW,22.0,13.0,87.0,64.0,,,,,2.7,6.1,No,No
2016-09-24,23,2.2,10.4,5.2,,,NW,37.0,NW,NW,9.0,13.0,98.0,94.0,,,,,5.7,7.1,Yes,No
2016-09-27,23,-1.9,5.5,6.0,,,WSW,63.0,W,WSW,15.0,28.0,97.0,74.0,,,,,-1.6,2.4,Yes,No
2016-09-28,23,-2.3,9.4,0.0,,,NNE,46.0,E,NNE,2.0,11.0,64.0,64.0,,,,,5.0,7.5,No,Yes
2016-10-08,23,6.2,15.3,0.6,,,WSW,63.0,WSW,WSW,9.0,9.0,57.0,39.0,,,,,9.4,14.5,No,No
2016-10-11,23,-4.6,3.9,5.8,,,WSW,61.0,WSW,WSW,19.0,19.0,97.0,66.0,,,,,-3.6,2.4,Yes,No
2016-10-13,23,-4.6,7.0,1.4,,,SSE,33.0,SE,ENE,13.0,6.0,94.0,64.0,,,,,-1.9,5.0,Yes,No
2016-10-19,23,-4.0,7.6,3.6,,,WSW,65.0,SW,WSW,19.0,9.0,94.0,41.0,,,,,-1.2,6.2,Yes,No
2016-10-23,23,-3.4,7.4,1.4,,,S,83.0,SSW,SW,11.0,9.0,94.0,57.0,,,,,-1.3,5.8,Yes,No
2016-11-06,23,-1.1,11.3,0.0,,,WSW,74.0,WSW,WSW,22.0,19.0,71.0,52.0,,,,,2.6,10.1,No,No
2016-11-13,23,2.3,4.3,3.8,,,WNW,74.0,W,WNW,24.0,39.0,97.0,98.0,,,,,2.8,2.8,Yes,Yes
2016-12-01,23,7.7,18.9,0.0,,,W,48.0,W,WNW,11.0,19.0,60.0,37.0,,,,,12.1,17.9,No,No
2016-12-09,23,1.1,11.4,3.4,,,WSW,63.0,WSW,WSW,17.0,15.0,75.0,60.0,,,,,3.7,9.9,Yes,No
2016-12-13,23,12.5,22.5,0.0,,,WNW,56.0,WNW,WNW,17.0,22.0,45.0,31.0,,,,,16.4,21.5,No,No
2017-01-07,23,8.5,22.5,0.0,,,ENE,30.0,WNW,W,2.0,4.0,58.0,60.0,,,,,16.9,20.8,No,No
2017-01-19,23,7.6,17.8,0.0,,,ENE,28.0,ENE,NNW,9.0,4.0,97.0,71.0,,,,,8.3,16.6,No,Yes
2017-01-25,23,9.3,18.6,0.0,,,W,33.0,N,W,11.0,13.0,99.0,89.0,,,,,10.6,17.0,No,No
2017-01-26,23,10.5,23.8,0.0,,,SSW,26.0,WNW,W,9.0,9.0,99.0,52.0,,,,,14.8,22.1,No,No
2017-01-28,23,12.8,24.2,0.0,,,W,43.0,WNW,W,15.0,11.0,81.0,59.0,,,,,15.7,22.8,No,No
2017-01-29,23,13.8,25.5,0.0,,,WNW,31.0,W,W,9.0,9.0,57.0,52.0,,,,,18.8,25.1,No,No
2017-02-01,23,11.0,20.2,0.0,,,,,NNW,WNW,17.0,13.0,71.0,69.0,,,,,14.7,17.1,No,No
2017-02-08,23,9.2,15.0,0.0,,,E,54.0,E,ENE,26.0,20.0,97.0,98.0,,,,,11.1,13.8,No,No
2017-02-18,23,9.0,15.7,0.0,,,NW,44.0,WNW,WNW,20.0,13.0,67.0,64.0,,,,,11.9,14.1,No,No
2017-02-24,23,13.8,24.1,0.0,,,NW,33.0,NW,W,9.0,11.0,45.0,30.0,,,,,17.3,23.0,No,No
2017-03-19,23,8.6,16.2,0.0,,,E,54.0,E,ENE,31.0,24.0,98.0,98.0,,,,,11.9,15.6,No,Yes
2017-03-20,23,11.9,21.0,3.4,,,NNW,30.0,WNW,NNE,13.0,6.0,98.0,75.0,,,,,14.2,18.5,Yes,Yes
2017-03-31,23,-1.1,12.2,0.0,,,SSE,46.0,ESE,WNW,9.0,6.0,76.0,48.0,,,,,2.5,11.3,No,No
2017-04-09,23,5.8,7.0,3.8,,,N,76.0,NNW,WNW,26.0,30.0,98.0,98.0,,,,,5.9,4.8,Yes,Yes
2017-04-20,23,5.4,13.6,0.0,,,NNW,28.0,NNW,N,9.0,7.0,74.0,65.0,,,,,9.9,12.7,No,No
2017-04-23,23,5.8,12.7,0.0,,,WSW,20.0,SSW,E,11.0,2.0,92.0,97.0,,,,,9.4,9.6,No,Yes
2017-04-25,23,7.6,8.5,9.8,,,NW,83.0,NW,W,33.0,22.0,100.0,100.0,,,,,8.3,8.0,Yes,Yes
2017-05-27,23,0.9,6.9,0.0,,,NNW,43.0,NNW,NW,13.0,7.0,97.0,94.0,,,,,4.2,6.5,No,Yes
2017-05-30,23,-4.1,0.3,1.8,,,W,46.0,WSW,WSW,20.0,15.0,99.0,99.0,,,,,-1.5,0.2,Yes,No
2017-06-01,23,-3.7,5.0,0.0,,,S,41.0,S,SSW,17.0,6.0,23.0,50.0,,,,,3.9,4.4,No,No
2017-06-13,23,0.7,8.8,0.0,,,S,19.0,ESE,,6.0,0.0,29.0,70.0,,,,,7.4,7.6,No,No
2017-06-16,23,3.0,8.8,0.0,,,WSW,17.0,NE,WNW,4.0,4.0,35.0,42.0,,,,,5.4,5.9,No,No
2017-06-18,23,2.1,9.7,0.0,,,SSW,28.0,S,,11.0,0.0,50.0,38.0,,,,,5.1,7.1,No,No
2008-12-08,5,2.9,23.1,0.2,,,NW,43.0,SSE,WSW,17.0,7.0,64.0,30.0,1014.0,1010.5,4.0,,9.7,20.6,No,No
2008-12-15,5,8.3,18.7,1.4,,,W,37.0,SW,WNW,17.0,20.0,72.0,50.0,1012.3,1011.2,8.0,4.0,9.2,16.9,Yes,No
2008-12-16,5,7.9,19.1,0.0,,,W,35.0,W,W,15.0,24.0,84.0,57.0,1012.5,1011.6,7.0,,13.4,17.9,No,Yes
2008-12-17,5,10.3,20.1,1.8,,,ESE,31.0,S,WSW,7.0,7.0,91.0,64.0,1012.3,1008.8,7.0,8.0,12.3,18.7,Yes,No
2008-12-29,5,9.3,19.8,0.0,,,W,46.0,WSW,SW,17.0,24.0,70.0,40.0,1008.2,1008.0,6.0,4.0,11.8,17.4,No,Yes
2009-01-06,5,10.8,30.3,0.0,,,SSW,41.0,WNW,WSW,9.0,19.0,48.0,30.0,1010.6,1008.0,0.0,,20.1,29.9,No,No
2009-01-09,5,4.3,20.4,0.0,,,SE,44.0,SE,SSE,24.0,20.0,57.0,32.0,1019.5,1016.3,3.0,,12.4,19.6,No,No
2009-01-10,5,9.0,26.7,0.0,,,SE,44.0,SE,W,13.0,6.0,61.0,16.0,1011.9,1008.6,4.0,,15.4,24.9,No,No
2009-02-02,5,16.3,32.0,0.0,,,SE,46.0,SSE,SW,11.0,19.0,79.0,36.0,1012.0,1009.9,7.0,,20.1,31.0,No,No
2009-02-14,5,10.1,27.4,0.0,,,SE,44.0,NNE,WSW,22.0,11.0,46.0,24.0,1022.0,1018.4,0.0,,17.9,25.9,No,No
2009-02-16,5,13.5,28.7,0.0,,,SE,52.0,ESE,NNW,17.0,7.0,70.0,26.0,1017.9,1015.3,0.0,,17.4,27.1,No,No
2009-02-23,5,11.3,31.8,0.0,,,NW,57.0,N,WNW,19.0,28.0,53.0,14.0,1010.9,1008.3,6.0,2.0,19.5,30.5,No,No
2009-03-16,5,9.3,16.4,1.0,,,W,46.0,W,WSW,24.0,24.0,99.0,73.0,1012.0,1012.7,8.0,8.0,10.2,14.6,No,Yes
2009-04-05,5,7.3,16.4,0.0,,,W,46.0,WNW,SW,20.0,20.0,81.0,88.0,1020.0,1018.8,8.0,8.0,11.9,12.5,No,No
2009-04-07,5,7.5,15.7,0.0,,,S,41.0,S,S,22.0,20.0,93.0,63.0,1029.4,1027.6,7.0,8.0,9.5,15.0,No,Yes
2009-04-10,5,5.5,20.2,0.0,,,SE,37.0,S,S,7.0,17.0,79.0,47.0,1019.7,1018.7,3.0,,12.0,19.1,No,No
2009-04-17,5,6.0,18.5,0.2,,,WNW,28.0,NNW,WSW,9.0,13.0,87.0,54.0,1017.8,1017.6,7.0,7.0,11.6,17.0,No,No
2009-05-21,5,4.6,18.2,0.0,,,S,30.0,SE,SSE,11.0,17.0,76.0,43.0,1025.7,1023.5,3.0,,11.7,17.4,No,No
2009-05-26,5,4.7,14.2,10.4,,,WNW,26.0,SW,WNW,4.0,17.0,86.0,61.0,1022.0,1020.6,5.0,6.0,8.4,13.4,Yes,No
2009-06-05,5,2.5,13.4,3.4,,,N,19.0,,N,0.0,7.0,80.0,64.0,1018.2,1015.5,3.0,3.0,7.7,13.0,Yes,No
2009-06-18,5,-1.1,12.2,0.2,,,N,26.0,ENE,N,4.0,15.0,99.0,59.0,1030.5,1028.8,3.0,,4.7,11.5,No,No
2009-07-21,5,6.5,13.7,0.2,,,NNE,56.0,NNE,N,26.0,31.0,51.0,57.0,1013.4,1008.2,2.0,8.0,9.1,11.0,No,No
2009-07-22,5,5.2,12.1,0.0,,,NNW,59.0,NNE,W,19.0,20.0,90.0,98.0,1005.5,1003.6,8.0,8.0,6.6,7.6,No,Yes
2009-07-23,5,2.5,10.4,4.2,,,SW,37.0,WSW,S,13.0,19.0,98.0,59.0,1019.1,1021.2,8.0,,3.5,9.5,Yes,No
2009-07-24,5,-1.8,9.7,0.0,,,NNW,46.0,N,NNW,20.0,28.0,94.0,60.0,1025.2,1022.6,3.0,6.0,3.7,9.3,No,No
2009-08-11,5,6.4,13.7,0.4,,,E,44.0,ESE,ENE,26.0,20.0,77.0,64.0,1008.7,1007.8,6.0,8.0,8.4,12.4,No,No
2009-08-20,5,6.8,14.5,1.2,,,N,52.0,NNE,NNE,20.0,37.0,81.0,70.0,1017.2,1011.3,7.0,1.0,8.3,13.7,Yes,Yes
2009-08-22,5,-0.3,12.0,2.2,,,N,57.0,NNE,N,24.0,41.0,89.0,58.0,1008.7,1005.4,2.0,3.0,4.4,10.4,Yes,No
2009-08-28,5,6.4,15.6,0.0,,,NNW,43.0,N,N,20.0,28.0,99.0,66.0,1013.7,1010.4,6.0,6.0,8.7,14.1,No,Yes
2009-09-04,5,4.3,11.7,0.2,,,W,52.0,N,NW,28.0,19.0,99.0,98.0,1011.3,1010.6,6.0,8.0,7.3,6.5,No,Yes
2009-09-05,5,1.0,12.6,4.0,,,NNW,44.0,N,NW,24.0,28.0,99.0,61.0,1016.2,1015.0,7.0,6.0,5.3,11.3,Yes,No
2009-09-08,5,7.4,11.1,6.2,,,SW,46.0,SSW,SSW,22.0,24.0,96.0,82.0,1013.6,1014.0,8.0,8.0,8.1,9.1,Yes,No
2009-10-08,5,1.4,12.0,2.4,,,S,41.0,S,SSE,22.0,20.0,84.0,55.0,1027.5,1026.9,8.0,8.0,5.7,11.2,Yes,No
2009-10-26,5,5.1,16.0,0.0,,,SSE,57.0,SSE,SSE,31.0,31.0,71.0,48.0,1026.7,1025.6,5.0,,9.5,15.2,No,No
2009-10-28,5,8.5,22.7,0.0,,,ESE,33.0,SE,S,19.0,15.0,66.0,50.0,1025.7,1022.9,6.0,,13.5,22.0,No,Yes
2009-11-12,5,12.2,29.8,0.0,,,WSW,41.0,NNW,WSW,7.0,24.0,39.0,28.0,1020.0,1019.4,5.0,,26.2,28.6,No,No
2009-11-21,5,15.4,19.8,1.8,,,NNE,33.0,S,NNW,11.0,17.0,99.0,98.0,,,8.0,,15.8,18.9,Yes,Yes
2009-11-24,5,5.7,24.7,0.2,,,ESE,28.0,S,WNW,11.0,7.0,71.0,27.0,1026.1,1022.7,5.0,,13.1,23.5,No,No
2009-12-02,5,7.0,25.0,0.0,,,N,35.0,N,NNE,24.0,13.0,59.0,29.0,1020.3,1018.0,0.0,,16.0,23.4,No,No
2009-12-08,5,10.0,16.7,10.0,,,SSW,39.0,SSW,S,22.0,17.0,98.0,70.0,1008.8,1008.5,8.0,8.0,10.0,13.4,Yes,Yes
2009-12-11,5,5.6,18.5,1.6,,,W,46.0,W,SW,19.0,22.0,78.0,43.0,1016.8,1017.7,6.0,6.0,9.7,15.6,Yes,No
2009-12-15,5,7.1,29.8,0.0,,,NNW,28.0,ESE,N,13.0,9.0,28.0,13.0,1019.3,1016.7,0.0,,19.3,27.7,No,No
2010-01-08,5,8.2,32.8,0.0,,,N,43.0,NNE,N,19.0,17.0,33.0,23.0,1016.5,1014.6,1.0,,23.7,30.8,No,No
2010-01-12,5,24.6,29.0,0.0,,,W,56.0,W,WSW,9.0,30.0,56.0,73.0,1005.1,1007.7,4.0,8.0,26.7,21.7,No,Yes
2010-01-17,5,7.2,18.0,0.0,,,WSW,65.0,WSW,WSW,22.0,33.0,71.0,37.0,1009.6,1008.8,7.0,8.0,12.0,16.5,No,Yes
2010-01-30,5,10.6,32.7,0.0,,,SE,57.0,NNE,N,15.0,24.0,54.0,26.0,1014.5,1011.8,0.0,,20.3,30.1,No,No
2010-02-03,5,17.9,32.4,0.0,,,NNE,56.0,NNE,ENE,37.0,24.0,41.0,27.0,1013.1,1009.6,3.0,1.0,24.1,30.2,No,No
2010-02-17,5,11.4,26.0,0.0,,,SSE,43.0,S,SSE,15.0,28.0,96.0,33.0,1016.8,1017.2,5.0,,14.5,25.1,No,No
2010-02-28,5,9.9,18.9,0.0,,,SSE,59.0,S,SSE,26.0,31.0,68.0,40.0,1021.0,1020.5,3.0,,12.2,17.8,No,No
2010-03-18,5,19.3,28.7,0.0,,,N,41.0,NNE,N,22.0,26.0,49.0,33.0,1023.5,1020.3,6.0,1.0,22.4,27.6,No,No
2010-03-20,5,10.9,24.4,0.2,,,S,46.0,SSW,W,9.0,22.0,97.0,34.0,1020.9,1019.4,5.0,,14.2,23.2,No,No
2010-04-06,5,16.4,19.7,0.0,,,NNW,48.0,NNE,NE,17.0,28.0,56.0,53.0,1014.8,1011.0,7.0,7.0,16.5,19.3,No,Yes
2010-04-08,5,12.3,18.4,0.0,,,WSW,41.0,WSW,SSW,19.0,20.0,96.0,66.0,1017.9,1017.8,8.0,6.0,14.4,17.1,No,No
2010-04-13,5,7.9,13.5,0.0,,,S,35.0,S,SSW,22.0,17.0,72.0,67.0,1025.9,1023.9,8.0,8.0,10.7,12.9,No,No
2010-04-22,5,13.8,24.3,0.8,,,NNW,35.0,NNE,NNW,19.0,19.0,69.0,56.0,1021.3,1018.5,0.0,5.0,18.7,23.5,No,Yes
2010-05-15,5,0.9,15.6,0.0,,,SE,26.0,SSE,,9.0,0.0,98.0,61.0,1020.4,1017.7,2.0,,8.1,15.3,No,No
2010-05-18,5,1.3,15.5,0.0,,,W,20.0,,WSW,0.0,13.0,98.0,45.0,1021.8,1020.1,2.0,,8.1,14.9,No,No
2010-05-31,5,9.3,14.0,0.0,,,SE,74.0,SE,SE,26.0,20.0,84.0,65.0,1018.7,1017.6,7.0,6.0,10.5,12.4,No,No
2010-06-10,5,1.4,11.2,2.4,,,SW,37.0,WSW,WSW,7.0,19.0,99.0,77.0,1023.1,1021.9,2.0,8.0,4.7,9.9,Yes,No
2010-06-14,5,3.7,10.8,0.0,,,ENE,20.0,ESE,NNW,9.0,15.0,82.0,58.0,1034.6,1031.8,6.0,7.0,6.7,10.1,No,No
2010-06-16,5,-0.9,10.9,0.0,,,N,63.0,NNE,N,24.0,33.0,99.0,98.0,1022.2,1015.6,8.0,7.0,7.2,9.4,No,Yes
2010-06-30,5,3.2,8.8,6.2,,,N,35.0,NNW,NW,17.0,17.0,99.0,79.0,1017.0,1016.7,8.0,7.0,5.4,8.1,Yes,No
2010-07-01,5,4.4,7.3,0.8,,,N,30.0,N,N,17.0,19.0,99.0,99.0,1023.3,1022.9,8.0,8.0,4.8,7.0,No,No
2010-07-29,5,7.1,10.5,4.4,,,N,52.0,N,NNE,19.0,13.0,100.0,84.0,1016.9,1013.3,8.0,8.0,7.6,10.1,Yes,Yes
2010-08-01,5,4.3,8.5,7.2,,,WSW,69.0,W,W,19.0,28.0,98.0,98.0,1013.0,1014.7,5.0,8.0,5.0,4.8,Yes,Yes
2010-08-20,5,1.0,8.6,5.2,,,WNW,52.0,NNW,WNW,26.0,30.0,84.0,75.0,1011.6,1011.4,6.0,8.0,4.4,7.7,Yes,No
2010-08-25,5,-0.4,7.4,9.8,,,NNW,54.0,N,NNW,33.0,39.0,99.0,88.0,1005.0,999.2,8.0,8.0,2.6,6.8,Yes,Yes
2010-08-29,5,3.3,11.2,0.4,,,NNW,19.0,,WNW,0.0,7.0,99.0,60.0,1030.3,1027.8,8.0,7.0,6.5,11.1,No,No
2010-08-30,5,2.8,13.4,0.0,,,N,43.0,N,N,15.0,26.0,81.0,64.0,1028.0,1024.2,7.0,1.0,7.4,11.8,No,No
2010-09-02,5,5.3,10.1,2.2,,,SSE,50.0,SSE,S,20.0,30.0,88.0,88.0,1019.9,1020.5,7.0,8.0,8.4,8.5,Yes,No
2010-09-03,5,5.3,14.7,0.6,,,SE,54.0,E,NE,20.0,19.0,74.0,76.0,1020.2,1015.0,5.0,7.0,7.8,11.2,No,Yes
2010-09-06,5,3.6,10.1,1.0,,,W,37.0,W,WSW,22.0,24.0,83.0,72.0,1019.4,1019.6,4.0,2.0,6.4,9.4,No,Yes
2010-09-15,5,4.0,11.0,0.0,,,W,50.0,W,WSW,31.0,24.0,81.0,98.0,1015.2,1014.8,7.0,8.0,7.7,9.1,No,Yes
2010-09-17,5,4.5,10.7,1.0,,,SW,37.0,WSW,WSW,20.0,22.0,84.0,71.0,1025.5,1024.2,8.0,8.0,6.7,9.7,No,No
2010-09-21,5,6.9,12.0,0.2,,,S,41.0,S,S,24.0,22.0,99.0,75.0,1028.7,1027.8,8.0,8.0,8.8,10.7,No,No
2010-09-24,5,5.3,13.0,0.0,,,N,35.0,W,N,15.0,22.0,84.0,67.0,1024.0,1019.5,8.0,,6.4,12.0,No,No
2010-10-04,5,12.1,20.1,0.0,,,NNE,65.0,N,N,39.0,43.0,86.0,67.0,1021.3,1017.8,6.0,1.0,13.2,19.3,No,No
2010-10-09,5,2.0,13.8,0.2,,,S,30.0,SSW,SSW,9.0,15.0,98.0,66.0,1026.7,1026.1,1.0,8.0,8.2,12.6,No,No
2010-10-22,5,9.4,24.7,0.0,,,N,50.0,N,NNW,24.0,31.0,68.0,47.0,1017.1,1014.3,2.0,,17.1,23.2,No,Yes
2010-10-27,5,7.8,15.9,1.4,,,S,35.0,SSE,S,20.0,17.0,70.0,53.0,1020.3,1019.6,6.0,6.0,10.6,14.4,Yes,No
2010-10-29,5,10.9,23.2,0.0,,,N,61.0,NNE,N,37.0,39.0,73.0,51.0,1012.5,1008.8,4.0,,15.7,21.9,No,No
2010-11-05,5,5.4,17.1,0.0,,,SE,44.0,ESE,SE,17.0,20.0,72.0,58.0,1023.8,1020.7,3.0,8.0,11.4,15.3,No,No
